Stocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris - Euronext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument's name,ISIN,Euronext code,Market,Symbol,ICB Sector (Level 4),Trading currency,Last,Volume,D/D-1 (%),Date - time (CET),Turnover,Total number of shares,Capitalisation,Compartment,Investment zone,Eligibility,Trading mode,Day First,Day High,Day High / Date - time (CET),Day Low,Day Low / Date - time (CET), 31-12/Change (%), 31-12/High, 31-12/High/Date, 31-12/Low, 31-12/Low/Date, 52 weeks/Change (%), 52 weeks/High, 52 weeks/High/Date, 52 weeks/Low, 52 weeks/Low/Date,Website,Investor relation contact,Phone number,ICB Sector (Level 1),ICB Sector (Level 2),ICB Sector (Level 3),Personal equity saving plan eligibility,Deferred Settlement Service,Halted,Halted / Date - time (CET)
SES,LU0088087324,LU0088087324,PAR,SESG,5553 Broadcasting & Entertainment,EUR,18.16,515940,-0.25,2009/12/11 17:35,9387641,"332,985,130","6,047,009,961",null,Euro zone  ,"Issue price currency,SRD eligible",Continuous,18.2,18.35,2009/12/11 10:27,18.095,2009/12/11 16:52,1.94,19.44,2001/7/11,16.565,2009/8/11,0.39,19.44,2001/7/11,16.57,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.ses.com"";""http://www.ses.com"")",Mark ROBERTS,+352-710 725 490,5000 Consumer Services,5500 Media,5550 Media,No,Yes,-,-
SIGNAUX GIROD,FR0000060790,FR0000060790,PAR,GIRO,2757 Industrial Machinery,EUR,24.06,10,-3.76,2008/12/11 16:30,241,"1,139,062","27,405,832",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,24.06,24.06,2008/12/11 16:30,24.06,2008/12/11 16:30,-53.27,58.5,2017/1/11,24.06,2008/12/11,-58.01,59,2008/12/10,24.06,2008/12/11,"=LIEN_HYPERTEXTE(""http://www.signaux-girod.fr"";""http://www.signaux-girod.fr"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2750 Industrial Engineering,Yes,No,-,-
SII,FR0000074122,FR0000074122,PAR,SII,9533 Computer Services,EUR,4.2,4901,0,2009/12/11 17:26,20586,"20,000,000","84,000,000",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,4.2,4.23,2009/12/11 9:00,4.17,2009/12/11 13:54,-10.64,6.4,2001/6/11,4,2028/11/11,-9.68,6.4,2001/6/11,4,2028/11/11,"=LIEN_HYPERTEXTE(""http://www.groupe-sii.com"";""http://www.groupe-sii.com"")",Eric Matteucci,+33 (0)1 42 84 82 22,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
SIIC DE PARIS NOM.,FR0000057937,FR0000057937,PAR,IMMP,8671 Industrial & Office REITs,EUR,14,1,0,2009/12/11 9:00,14,"42,565,130","595,911,820",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,14,14,2009/12/11 9:00,14,2009/12/11 9:00,-18.84,19.35,2001/4/11,14,2008/12/11,-20,19.35,2001/4/11,14,2008/12/11,"=LIEN_HYPERTEXTE(""http://www.siicdeparis.fr"";""http://www.siicdeparis.fr"")",Corinne BOURBON,01 56 64 12 00,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,-,-
SIIC PARIS8EME NOM,FR0000077844,FR0000077844,PAR,BSHO,8671 Industrial & Office REITs,EUR,10.41,1,0,2009/12/11 11:30,10,"10,000,000","104,100,000",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,10.41,10.41,2009/12/11 11:30,10.41,2009/12/11 11:30,-4.06,11.35,2028/2/11,9.75,2024/10/11,-7.3,11.35,2028/2/11,9.75,2024/10/11,"=LIEN_HYPERTEXTE(""http://www.siicdeparis.fr"";""http://www.siicdeparis.fr"")",BOURBON Corinne,+33 (0)1 56 64 12 00,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,-,-
SILIC,FR0000050916,FR0000050916,PAR,SIL,8671 Industrial & Office REITs,EUR,76.6,14711,1.06,2009/12/11 17:35,1130422,"17,439,704","1,335,881,326",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,75.31,77.45,2009/12/11 17:02,75.31,2009/12/11 9:00,-17.34,104,2013/5/11,65.46,2024/11/11,-14.89,104,2013/5/11,65.46,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.silic.fr"";""http://www.silic.fr"")",MEYER Bruno,01.53.89.79.65,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,Yes,-,-
SINCLAIR PHARMA,GB0033856740,GB0033856740,PAR,SPH,4577 Pharmaceuticals,EUR,0.28,508341,0,2009/12/11 17:26,143488,"231,545,397","64,832,711",null,International zone (out of Euro)  ,PEA eligible,Continuous,0.28,0.29,2009/12/11 9:06,0.27,2009/12/11 10:42,-40.43,0.52,2012/1/11,0.24,1930/11/11,-39.13,0.52,2012/1/11,0.24,1930/11/11,"=LIEN_HYPERTEXTE(""http://www.sinclairpharma.com"";""http://www.sinclairpharma.com"")",-,+441483 410 600,4000 HealthCare,4500 Health Care,4570 Pharmaceuticals & Biotechnology,Yes,No,-,-
SMTPC,FR0004016699,FR0004016699,PAR,SMTPC,2777 Transportation Services,EUR,25.79,825,0,2009/12/11 16:00,21167,"5,837,500","150,549,125",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,25.8,25.8,2009/12/11 11:24,25.5,2009/12/11 15:04,3.99,27.76,2022/3/11,20.74,2023/9/11,2.34,27.76,2022/3/11,20.74,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.tunnelprado.com"";""http://www.tunnelprado.com"")",Jacques Feron,-,2000 Industrials,2700 Industrial Goods & Services,2770 Industrial Transportation,Yes,No,-,-
SOC FRANC CASINOS,FR0010209809,FR0010209809,PAR,SFCA,5752 Gambling,EUR,2.23,50,-0.89,2009/12/11 11:30,112,"3,606,650","8,042,830",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,2.23,2.23,2009/12/11 11:30,2.23,2009/12/11 11:30,2.76,2.89,2017/5/11,1.48,2026/10/11,4.69,2.89,2017/5/11,1.48,2026/10/11,"=LIEN_HYPERTEXTE(""http://www.casinos-sfc.com"";""http://www.casinos-sfc.com"")",-,-,5000 Consumer Services,5700 Travel & Leisure,5750 Travel & Leisure,Yes,No,-,-
SOCIETE GENERALE,FR0000130809,FR0000130809,PAR,GLE,8355 Banks,EUR,19.555,8297143,2.38,2009/12/11 17:39,159097187,"776,079,991","15,176,244,224",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,18.42,19.585,2009/12/11 16:06,18.16,2009/12/11 9:03,-51.38,52.7,2017/2/11,14.315,2013/9/11,-51.19,52.7,2017/2/11,14.32,2013/9/11,"=LIEN_HYPERTEXTE(""http://www.societegenerale.com"";""http://www.societegenerale.com"")",Didier VALET,142144772,8000 Financials,8300 Banks,8350 Banks,Yes,Yes,-,-
SODEXO,FR0000121220,FR0000121220,PAR,SW,5757 Restaurants & Bars,EUR,52.51,168755,0.98,2009/12/11 17:35,8834627,"157,132,025","8,251,002,633",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,52,52.6,2009/12/11 13:59,51.88,2009/12/11 9:04,1.82,55.96,2015/7/11,46.36,2015/3/11,6.63,55.96,2015/7/11,46.36,2015/3/11,"=LIEN_HYPERTEXTE(""http://www.sodexo.com"";""http://www.sodexo.com"")",-,-,5000 Consumer Services,5700 Travel & Leisure,5750 Travel & Leisure,Yes,Yes,-,-
SODIFRANCE,FR0000072563,FR0000072563,PAR,SOA,9533 Computer Services,EUR,7,157,-0.14,2009/12/11 16:30,1099,"3,207,426","22,451,982",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,7,7,2009/12/11 16:30,7,2009/12/11 16:30,29.63,7.59,2007/7/11,5.47,2005/1/11,32.08,7.59,2007/7/11,5.3,2017/12/10,"=LIEN_HYPERTEXTE(""http://www.sodifrance.fr"";""http://www.sodifrance.fr"")",RIVIERE de PRECOURT,02 99 23 46 00,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
SODITECH ING.,FR0000078321,FR0000078321,PAR,SEC,2791 Business Support Services,EUR,1.22,100,7.96,2009/12/11 16:30,122,"2,480,280","3,025,942",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,1.22,1.22,2009/12/11 16:30,1.22,2009/12/11 16:30,-26.51,2.24,2028/2/11,1.06,2023/11/11,-21.79,2.24,2028/2/11,1.06,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.soditech.com"";""http://www.soditech.com"")",Jean-Philippe GREGOIRE,+33 (0)4 92 19 48 00,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
SOFIBUS PATRIMOINE,FR0000038804,FR0000038804,PAR,SFBS,8633 Real Estate Holding & Development,EUR,75,8,0,2021/9/11 11:30,600,"790,000","59,250,000",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,75,75,2021/9/11 11:30,75,2021/9/11 11:30,15.37,91.9,2019/8/11,65,2018/1/11,13.67,91.9,2019/8/11,65,2018/1/11,"=LIEN_HYPERTEXTE(""http://www.sofibus.fr"";""http://www.sofibus.fr"")",-,-,8000 Financials,8600 Real Estate,8630 Real Estate Investment & Services,Yes,No,-,-
SOFRAGI,FR0000030140,FR0000030140,PAR,SOFR,8985 Equity Investment Instruments,EUR,1284.99,1,0,2005/12/11 11:30,1285,"100,000","128,499,000",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,1284.99,1284.99,2005/12/11 11:30,1284.99,2005/12/11 11:30,-11.26,1487.99,2001/4/11,1045,2028/11/11,-2.65,1487.99,2001/4/11,1045,2028/11/11,"=LIEN_HYPERTEXTE(""http://www.sofragi.fr"";""http://www.sofragi.fr"")",-,-,8000 Financials,8900 Equity/NonEquity Investment Instruments,8980 Equity Investment Instruments,Yes,No,-,-
SOFT COMPUTING,FR0000075517,FR0000075517,PAR,SFT,9533 Computer Services,EUR,3.98,150101,-0.5,2009/12/11 17:26,597402,"2,668,613","10,621,080",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,4,4,2009/12/11 9:00,3.98,2009/12/11 14:08,2.31,4.44,2003/3/11,3.46,2004/10/11,0.25,4.44,2003/3/11,3.46,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.softcomputing.com"";""http://www.softcomputing.com"")",Armelle LE GUENNEC,01 73 00 55 17,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
SOGECLAIR,FR0000065864,FR0000065864,PAR,SOG,2791 Business Support Services,EUR,32.2,123,0,2009/12/11 15:10,3973,"725,000","23,345,000",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,32.2,32.32,2009/12/11 13:29,32.2,2009/12/11 9:00,51.89,37,2016/6/11,20.7,2028/2/11,80.49,37,2016/6/11,17.4,2015/12/10,"=LIEN_HYPERTEXTE(""http://www.sogeclair.fr"";""http://www.sogeclair.fr"")",DAROLLES,561717033,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
SOITEC,FR0004025062,FR0004025062,PAR,SOI,9576 Semiconductors,EUR,3.808,964281,1.41,2009/12/11 17:35,3647830,"122,105,792","464,978,856",Compartment B (Mid Caps),French zone  ,SRD and PEA eligible,Continuous,3.673,3.86,2009/12/11 9:58,3.629,2009/12/11 9:03,-46.93,10.176,2005/4/11,3.01,2023/11/11,-49.59,10.18,2005/4/11,3.01,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.soitec.com"";""http://www.soitec.com"")",Olivier BRICE,33 4 76 92 93 80,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,Yes,-,-
SOLUCOM,FR0004036036,FR0004036036,PAR,LCO,9533 Computer Services,EUR,16.45,1,0,2009/12/11 9:00,16,"4,950,662","81,438,390",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,16.45,16.45,2009/12/11 9:00,16.45,2009/12/11 9:00,-11.18,23.29,2026/4/11,14.9,1930/11/11,-13.33,23.29,2026/4/11,14.9,1930/11/11,"=LIEN_HYPERTEXTE(""http://www.solucom.fr"";""http://www.solucom.fr"")",Lamigeon Sarah,01 49 03 26 53,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
SOMFY SA,FR0000120495,FR0000120495,PAR,SO,2733 Electrical Components & Equipment,EUR,151,20,0.65,2009/12/11 17:35,3010,"7,836,800","1,183,356,800",Compartment A (Large Caps),French zone  ,PEA eligible,Continuous,150.02,151,2009/12/11 17:35,150.02,2009/12/11 9:00,-12.21,217.5,2003/5/11,149.99,2023/11/11,-1.94,217.5,2003/5/11,149.99,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.somfy.com"";""http://www.somfy.com"")",Eric Blanchard,+33 (0)4 50 96 70 00,2000 Industrials,2700 Industrial Goods & Services,2730 Electronical & Electrical Equipment,Yes,No,-,-
SOPRA GROUP,FR0000050809,FR0000050809,PAR,SOP,9533 Computer Services,EUR,38.5,6446,-3.7,2009/12/11 17:35,252281,"11,858,945","456,569,383",Compartment B (Mid Caps),French zone  ,SRD and PEA eligible,Continuous,39.75,39.765,2009/12/11 11:23,38.26,2009/12/11 17:19,-14.28,67.99,2013/6/11,38.26,2009/12/11,-9.59,67.99,2013/6/11,38.26,2009/12/11,"=LIEN_HYPERTEXTE(""http://www.sopragroup.com"";""http://www.sopragroup.com"")",Kathleen Bracco,01 40 67 29 61,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,Yes,-,-
SPIR COMMUNICATION,FR0000131732,FR0000131732,PAR,SPI,5557 Publishing,EUR,20.99,671,1.89,2009/12/11 15:55,13886,"6,245,411","131,091,177",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,20.2,20.99,2009/12/11 15:55,20.2,2009/12/11 9:00,-5.24,44.8,2002/2/11,20,2008/12/11,-7.86,44.8,2002/2/11,20,2008/12/11,"=LIEN_HYPERTEXTE(""http://www.spir.fr"";""http://www.spir.fr"")",SCHUSTER Patrick,04 42 33 65 14,5000 Consumer Services,5500 Media,5550 Media,Yes,No,-,-
SQLI,FR0004045540,FR0004045540,PAR,SQI,9535 Internet,EUR,0.88,23500,1.15,2009/12/11 17:36,21051,"36,469,476","32,093,139",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.88,0.91,2009/12/11 10:55,0.87,2009/12/11 10:15,-16.19,1.42,2020/4/11,0.77,2023/9/11,-14.56,1.42,2020/4/11,0.77,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.sqli.com"";""http://www.sqli.com"")",Nicolas Rebours,01 55 93 26 00,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
ST DUPONT,FR0000054199,FR0000054199,PAR,DPT,3724 Nondurable Household Products,EUR,0.41,2296069,0,2009/12/11 17:36,918102,"425,536,556","174,469,988",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.4,0.42,2009/12/11 16:54,0.38,2009/12/11 9:18,95.24,0.99,2025/5/11,0.2,2004/1/11,95.24,0.99,2025/5/11,0.2,2004/1/11,"=LIEN_HYPERTEXTE(""http://www.st-dupont.com"";""http://www.st-dupont.com"")",Radice,01.53.91.30.37,3000 ConsumerGoods,3700 Personal,3720 Household Goods & Home Construction,Yes,No,-,-
STALLERGENES,FR0000065674,FR0000065674,PAR,GENP,4577 Pharmaceuticals,EUR,40.7,9071,0.69,2009/12/11 17:35,367366,"13,469,319","548,201,283",Compartment B (Mid Caps),French zone  ,SRD and PEA eligible,Continuous,40.4,40.7,2009/12/11 17:35,40.395,2009/12/11 9:35,-31.02,60,2016/2/11,38.25,1930/11/11,-32.52,60.4,2009/12/10,38.25,1930/11/11,"=LIEN_HYPERTEXTE(""http://www.stallergenes.com"";""http://www.stallergenes.com"")",Patricia Buchoux,+33 (0)1 55 59 20 95,4000 HealthCare,4500 Health Care,4570 Pharmaceuticals & Biotechnology,Yes,Yes,-,-
STEF BSAAR20JUL15,FR0010629725,FR0010629725,PAR,STFBS,2779 Trucking,EUR,0,0,-,-,0,"904,976",0,null,French zone  ,PEA eligible,Continuous,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,-,-,-,2000 Industrials,2700 Industrial Goods & Services,2770 Industrial Transportation,Yes,No,-,-
STEF TFE,FR0000064271,FR0000064271,PAR,STF,2779 Trucking,EUR,35.65,2255,-0.7,2009/12/11 17:35,80567,"13,515,649","481,832,887",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,35.9,35.94,2009/12/11 10:41,35.4,2009/12/11 17:29,-8.35,47.05,2019/4/11,32.5,2028/9/11,-9.61,47.05,2019/4/11,32.5,2028/9/11,"=LIEN_HYPERTEXTE(""http://www.stef-tfe.fr"";""http://www.stef-tfe.fr"")",Marie-Line Pesquidoux,01 40 74 28 12,2000 Industrials,2700 Industrial Goods & Services,2770 Industrial Transportation,Yes,No,-,-
STENTYS,FR0010949404,FR0010949404,PAR,STNT,4535 Medical Equipment,EUR,13.96,13777,5.6,2009/12/11 17:35,187716,"7,247,732","101,178,339",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,13.63,14,2009/12/11 17:25,13.38,2009/12/11 9:33,46.95,32.9,2004/3/11,8.95,2003/1/11,74.28,32.9,2004/3/11,7.4,2009/12/10,"=LIEN_HYPERTEXTE(""http://www.stentys.com"";""http://www.stentys.com"")",-,-,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,No,-,-
STILFONTEIN GOLD,ZAU000008930,ZAU000008930,PAR,STIL,1777 Gold Mining,EUR,0.1,0,-9.09,2005/6/9 13:11,1000,"13,155,256","1,315,526",null,International zone (out of Euro)  ,,Double call auction,0.1,0.1,2005/6/9 11:30,0.1,2005/6/9 11:30,-9.09,0.11,2004/6/9,0.1,2005/6/9,-9.09,0.11,2004/6/9,0.1,2005/6/9,-,-,-,1000 BasicMaterials,1700 Basic Resources,1770 Mining,No,No,Halted,2023/9/9
STMICROELECTRONICS,NL0000226223,NL0000226223,PAR,STM,9576 Semiconductors,EUR,4.44,4129727,0,2009/12/11 17:39,18176945,"910,559,805","4,042,885,534",Compartment A (Large Caps),Netherlands zone  ,SRD and PEA eligible,Continuous,4.399,4.459,2009/12/11 13:22,4.329,2009/12/11 9:03,-42.63,9.73,2009/3/11,3.961,2006/9/11,-41.58,9.73,2009/3/11,3.96,2006/9/11,"=LIEN_HYPERTEXTE(""http://www.st.com"";""http://www.st.com"")",Fabrizio Rossini,-7883,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,Yes,-,-
STORE ELECTRONICS,FR0010282822,FR0010282822,PAR,SESL,2737 Electronic Equipment,EUR,10.3,7252,-0.39,2009/12/11 17:35,74864,"10,985,911","113,154,883",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,10.34,10.44,2009/12/11 9:12,10.15,2009/12/11 12:05,3,12.93,2013/6/11,9,2005/12/11,6.96,12.93,2013/6/11,9,2005/12/11,"=LIEN_HYPERTEXTE(""http://www.store-electronic-systems.com"";""http://www.store-electronic-systems.com"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2730 Electronical & Electrical Equipment,Yes,No,-,-
SUCCESSFACTORS,US8645961017,US8645961017,PAR,SFSF,9537 Software,EUR,0,0,-,-,0,"83,349,381",0,null,International zone (out of Euro)  ,,Continuous,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,"=LIEN_HYPERTEXTE(""http://www.successfactors.com"";""http://www.successfactors.com"")",-,-,9000 Technology,9500 Technology,9530 Software & Computer Services,No,No,-,-
SUCR.PITHIVIERS,FR0000033318,FR0000033318,PAR,SPV,3577 Food Products,EUR,1595,230,0.12,2009/12/11 17:37,366958,"478,053","762,494,535",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,1595,1599,2009/12/11 17:24,1593,2009/12/11 11:07,93.8,1674,2005/10/11,695.01,2023/9/11,115.25,1674,2005/10/11,695.01,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.vermandoise.fr"";""http://www.vermandoise.fr"")",-,-,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,No,-,-
SUEZ ENVIRONNEMENT,FR0010613471,FR0010613471,PAR,SEV,7577 Water ,EUR,9.092,1438042,3.67,2009/12/11 17:35,12957473,"508,707,791","4,625,171,236",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,8.75,9.092,2009/12/11 17:35,8.71,2009/12/11 9:00,-41.15,15.995,2015/2/11,8.71,2009/12/11,-37.58,16,2015/2/11,8.71,2009/12/11,"=LIEN_HYPERTEXTE(""http://www.suez-environnement.fr"";""http://www.suez-environnement.fr"")",-,-,7000 Utilities,7500 Utilities,"7570 Gas, Water & Multiutilities",Yes,Yes,-,-
SUPRA,FR0000032567,FR0000032567,PAR,SUPR,3722 Durable Household Products,EUR,11,10,0,2006/12/11 16:30,110,"1,103,378","12,137,158",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,11,11,2006/12/11 16:30,11,2006/12/11 16:30,-47.62,20.45,2001/2/11,9.4,2009/8/11,-47.64,22.8,2013/12/10,9.4,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.supra.fr"";""http://www.supra.fr"")",-,-,3000 ConsumerGoods,3700 Personal,3720 Household Goods & Home Construction,Yes,No,-,-
SWORD GROUP,FR0004180578,FR0004180578,PAR,SWP,9533 Computer Services,EUR,13.15,8963,1.08,2009/12/11 17:35,117101,"9,289,965","122,163,040",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,12.99,13.2,2009/12/11 16:33,12.95,2009/12/11 9:00,-42.38,23.5,2026/1/11,10.85,2013/9/11,-49.23,26.38,2010/12/10,10.85,2013/9/11,"=LIEN_HYPERTEXTE(""http://www.sword-group.com"";""http://www.sword-group.com"")",DESMARIS,04 72 85 37 45,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
SYNERGIE,FR0000032658,FR0000032658,PAR,SDG,2793 Business Training & Employment Agencies,EUR,8.39,2610,0.12,2009/12/11 16:16,21832,"24,362,000","204,397,180",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,8.28,8.45,2009/12/11 13:27,8.19,2009/12/11 14:40,-27.92,13.71,2014/2/11,7.6,2023/11/11,-25.82,13.71,2014/2/11,7.6,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.synergie.fr"";""http://www.synergie.fr"")",Yvon DROUET,01 44 14 90 20,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
SYSTAR,FR0000052854,FR0000052854,PAR,SAR,9537 Software,EUR,2.36,13013,-2.07,2009/12/11 17:35,31318,"9,486,610","22,388,400",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,2.46,2.48,2009/12/11 9:05,2.36,2009/12/11 17:35,-26.71,3.51,2004/1/11,2.35,2018/11/11,-23.87,3.51,2004/1/11,2.35,2018/11/11,"=LIEN_HYPERTEXTE(""http://www.systar.com"";""http://www.systar.com"")",Guy Kuster,01 49 11 45 00,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
SYSTRAN,FR0004109197,FR0004109197,PAR,RAN,9537 Software,EUR,1.5,508,-5.66,2009/12/11 16:30,762,"8,242,422","12,363,633",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,1.5,1.5,2009/12/11 16:30,1.5,2009/12/11 16:30,-25.74,2.25,2021/2/11,1.37,2013/10/11,28.21,2.25,2021/2/11,1.16,2015/12/10,"=LIEN_HYPERTEXTE(""http://www.systransoft.fr"";""http://www.systransoft.fr"")",Dimitris Sabatakakis,+33 (0)1 44 82 49 00,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
TAYNINH,FR0000063307,FR0000063307,PAR,TAYN,8671 Industrial & Office REITs,EUR,1.1,75,-8.33,2025/11/11 11:30,83,"9,138,462","10,052,308",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,1.1,1.1,2025/11/11 11:30,1.1,2025/11/11 11:30,-23.08,2.35,2003/5/11,1.04,2024/10/11,-37.14,2.35,2003/5/11,1.04,2024/10/11,"=LIEN_HYPERTEXTE(""http://www.tayninh.fr"";""http://www.tayninh.fr"")",-,-,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,-,-
TECHNICOLOR,FR0010918292,FR0010918292,PAR,TCH,5553 Broadcasting & Entertainment,EUR,1.259,1849089,3.28,2009/12/11 17:35,2315835,"174,846,625","220,131,901",Compartment B (Mid Caps),French zone  ,SRD and PEA eligible,Continuous,1.2,1.29,2009/12/11 14:24,1.2,2009/12/11 9:00,-64.59,5.73,2028/2/11,1.018,2023/11/11,-71.24,5.73,2028/2/11,1.02,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.technicolor.com"";""http://www.technicolor.com"")",-,-,5000 Consumer Services,5500 Media,5550 Media,Yes,Yes,-,-
TECHNIP,FR0000131708,FR0000131708,PAR,TEC,0573 Oil Equipment & Services,EUR,68.71,701182,2.38,2009/12/11 17:35,47072929,"110,249,353","7,575,233,045",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,66.45,68.99,2009/12/11 13:25,66.4,2009/12/11 9:00,-0.56,78.14,2001/8/11,52.85,2004/10/11,3.49,78.14,2001/8/11,52.85,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.technip.com"";""http://www.technip.com"")",Xavier d'Ouince,+33 1 47 78 25 75,0001 Oil&Gas,0500 Oil & Gas,"0570 Oil Equipment, Services & Distribution",Yes,Yes,-,-
TECHNOFAN,FR0000065450,FR0000065450,PAR,TNFN,2713 Aerospace,EUR,125,60,-0.79,1930/11/11 16:30,7500,"686,699","85,837,375",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,125,125,1930/11/11 16:30,125,1930/11/11 16:30,8.7,133,2002/8/11,115,2017/1/11,7.67,133,2002/8/11,115,2017/1/11,"=LIEN_HYPERTEXTE(""http://www.technofan.com"";""http://www.technofan.com"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2710 Aerospace & Defense,Yes,No,-,-
TELEPERFORMANCE,FR0000051807,FR0000051807,PAR,RCF,5555 Media Agencies,EUR,15.455,272156,-0.03,2009/12/11 17:35,4211758,"56,598,048","874,722,832",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,15.325,15.57,2009/12/11 9:22,15.3,2009/12/11 9:04,-38.79,28.6,2008/2/11,13,2025/11/11,-38.04,28.6,2008/2/11,13,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.teleperformance.com"";""http://www.teleperformance.com"")",Dognon Anne-Emmanuelle,01 55 76 40 87,5000 Consumer Services,5500 Media,5550 Media,Yes,Yes,-,-
TELEVERBIER,CH0008175645,CH0008175645,PAR,TVRB,5755 Recreational Services,EUR,67,1,0,1930/11/11 16:30,67,"1,400,000","93,800,000",Compartment C (Small Caps),International zone (out of Euro)  ,,Double call auction,67,67,1930/11/11 16:30,67,1930/11/11 16:30,3.08,75,2021/10/11,60,2001/3/11,18.56,75,2021/10/11,59.25,2010/12/10,"=LIEN_HYPERTEXTE(""http://www.verbierbooking.ch"";""http://www.verbierbooking.ch"")",MORAND Jean Pierre,41277752539,5000 Consumer Services,5700 Travel & Leisure,5750 Travel & Leisure,No,No,-,-
